@attribute 'Histogram of JPEG Coefficients183' numeric
@attribute 'Histogram of JPEG Coefficients184' numeric
@attribute 'Histogram of JPEG Coefficients185' numeric
@attribute 'Histogram of JPEG Coefficients186' numeric
@attribute 'Histogram of JPEG Coefficients187' numeric
@attribute 'Histogram of JPEG Coefficients188' numeric
@attribute 'Histogram of JPEG Coefficients189' numeric
@attribute 'Histogram of JPEG Coefficients190' numeric
@attribute 'Histogram of JPEG Coefficients191' numeric
@attribute class {K1,K2,K3,K4,K5,K6}

@data

1,255,183,56,33,2,6,16,251,217,107,12,4,3,4,12,163,110,14,1,0,4,5,15,45,15,1,1,0,3,6,12,21,4,3,1,1,3,8,18,9,2,3,3,3,3,11,22,4,1,2,3,4,10,11,24,21,5,9,11,10,14,24,38,30,255,100,41,46,73,76,142,231,127,3,6,14,33,34,92,68,2,0,6,10,20,23,76,37,3,4,10,13,23,12,67,23,15,3,4,7,10,22,58,79,14,9,6,11,17,25,50,76,21,10,19,13,12,38,54,101,27,25,24,30,40,45,77,59,255,99,52,44,74,57,135,219,115,2,3,9,23,27,71,43,1,0,2,6,15,17,59,21,3,2,7,7,14,18,37,15,10,1,4,7,10,21,55,35,9,5,3,9,17,27,42,34,10,5,10,12,25,32,45,60,21,22,24,35,28,40,73,K1
5,255,151,45,20,7,14,17,220,193,55,2,1,3,3,14,156,70,9,2,2,4,8,14,38,7,2,1,1,2,7,12,24,4,0,1,2,5,4,15,7,2,2,1,2,6,14,17,6,3,3,4,3,10,15,22,19,5,7,8,10,12,21,28,80,255,73,42,50,71,74,129,161,73,2,5,15,37,36,75,48,0,1,4,8,16,31,62,16,5,5,9,15,23,26,57,8,3,2,3,8,6,23,63,22,9,6,11,6,17,25,47,27,12,10,10,10,17,23,42,56,19,19,24,26,23,34,59,44,255,63,33,40,52,61,157,159,66,2,6,13,25,36,74,38,2,0,3,4,12,19,64,13,3,3,7,5,18,26,54,7,10,1,4,6,11,21,63,25,9,3,8,7,12,18,43,29,10,9,10,13,18,25,45,54,22,19,18,26,28,37,55,K1
5,255,164,55,33,14,14,32,160,191,52,6,3,4,13,16,94,53,7,4,3,7,12,10,20,8,1,2,2,7,5,13,18,4,1,1,4,5,4,19,7,2,0,5,4,5,16,21,9,8,2,7,4,12,12,20,11,4,10,4,8,8,24,27,93,255,124,68,78,124,102,183,99,57,2,4,16,34,46,74,20,1,0,4,14,22,38,48,12,3,1,9,17,21,28,38,10,10,2,1,5,12,23,45,23,10,5,6,5,13,13,36,48,19,9,6,8,8,26,34,41,13,13,7,22,19,23,39,83,255,110,71,61,111,87,136,97,74,5,6,16,31,28,50,23,0,0,6,6,16,17,37,15,1,5,13,10,14,11,33,12,3,0,5,4,7,12,29,27,3,1,7,2,10,10,27,29,7,2,6,3,8,9,17,54,12,8,11,16,13,17,23,K1
95,182,109,70,29,40,44,65,255,83,21,3,5,8,9,28,77,15,7,5,7,9,13,26,53,3,3,6,4,3,11,18,11,2,1,2,3,13,4,22,57,4,4,2,10,4,35,19,31,4,5,4,3,25,13,30,100,6,14,8,14,7,38,30,255,191,98,81,72,88,77,134,56,10,0,3,8,18,19,63,19,0,0,2,8,9,13,45,26,1,1,6,13,8,8,37,12,6,1,2,5,4,8,34,50,5,2,3,3,5,7,25,62,5,4,4,4,5,8,22,90,9,9,8,9,7,8,27,255,202,101,90,80,113,106,179,77,10,1,3,12,27,26,111,33,0,0,3,11,15,19,77,43,3,2,12,19,13,16,63,18,8,3,3,6,5,11,55,84,8,3,8,4,9,11,43,111,9,7,9,6,8,12,35,155,14,17,15,16,12,12,40,K1
50,255,159,58,30,20,23,25,238,148,42,2,5,6,8,24,147,46,3,1,4,3,10,17,65,3,2,6,4,3,6,13,35,4,0,1,1,4,5,15,29,2,1,3,2,3,17,14,14,3,2,4,3,15,12,19,55,4,4,5,8,8,12,25,187,255,106,81,91,103,98,232,85,46,3,5,15,34,43,100,28,2,1,3,12,18,27,64,13,4,2,11,23,15,19,48,14,12,4,6,10,12,15,49,32,10,4,9,5,12,20,34,28,10,4,10,8,13,14,25,58,18,13,12,17,18,16,47,177,255,104,79,72,103,109,212,90,48,0,5,11,26,48,119,9,1,1,6,14,24,27,90,12,5,2,18,21,15,29,65,18,14,4,10,16,9,22,74,47,12,7,11,8,11,17,63,42,14,10,8,13,11,23,42,82,15,20,18,27,27,23,50,K1
18,167,124,33,18,12,15,25,255,145,50,4,7,5,7,24,144,33,12,2,4,4,14,26,51,2,0,2,1,4,8,15,23,0,1,2,3,9,7,24,20,2,2,2,4,5,29,20,20,1,4,3,4,25,14,24,33,4,15,7,16,8,16,40,156,235,74,62,79,135,122,255,150,37,2,5,35,59,58,185,67,0,0,9,26,23,24,136,45,4,1,8,37,14,29,92,36,19,2,2,19,14,31,104,98,12,2,8,4,11,13,109,212,10,5,18,21,12,11,75,199,24,18,21,20,15,22,96,230,252,96,82,84,140,126,255,174,33,2,8,30,54,47,179,57,0,0,7,23,39,26,122,57,6,4,16,36,19,23,99,53,27,5,9,14,14,19,117,136,27,6,4,6,22,28,113,150,27,21,15,13,21,31,78,183,10,19,22,26,22,40,126,K1
28,255,175,64,32,35,52,69,168,170,68,4,2,7,8,16,101,59,13,4,7,7,13,19,37,6,4,5,3,5,10,20,16,6,1,3,7,9,8,21,16,1,3,2,5,9,41,22,10,4,8,8,8,25,18,33,38,13,13,8,17,12,27,35,226,247,124,94,87,129,127,255,65,34,4,9,16,36,33,91,7,2,1,5,16,25,27,83,19,7,1,7,29,13,13,68,21,28,3,5,17,10,22,66,46,17,3,3,2,8,24,38,35,17,8,14,7,14,22,39,58,10,18,16,20,17,29,38,221,255,101,96,80,97,110,172,95,40,2,3,10,23,32,69,6,0,0,3,11,13,18,53,10,5,2,13,17,11,20,37,9,19,1,3,9,8,14,48,29,13,3,9,4,17,12,36,13,11,5,6,6,12,15,31,31,15,10,15,18,21,27,45,K1
8,249,207,57,23,18,30,44,201,255,92,4,2,6,6,25,147,88,17,0,0,6,13,33,37,12,0,3,2,5,9,25,19,10,3,4,5,11,7,29,2,7,7,1,5,11,39,29,4,3,5,3,9,27,26,26,9,15,11,12,19,19,27,36,189,245,91,83,91,150,134,255,95,39,1,6,17,35,37,131,8,3,2,9,5,23,31,91,9,6,4,6,7,14,19,66,14,23,7,1,10,12,27,66,18,28,5,8,9,15,22,59,35,23,5,12,4,17,25,56,36,24,30,20,30,15,36,63,175,255,83,64,61,78,85,174,158,35,0,6,15,31,39,99,15,2,2,1,10,14,29,41,15,7,4,13,18,15,12,46,10,16,5,5,14,9,28,47,26,8,2,5,5,12,12,33,11,10,10,10,10,15,13,34,64,27,14,15,27,10,16,57,K1
45,179,117,49,38,18,18,29,255,156,57,16,7,1,9,11,155,61,16,1,1,2,6,9,59,9,2,2,1,0,4,10,34,3,1,0,0,6,3,12,18,2,2,1,3,4,18,11,8,3,2,2,3,18,10,23,43,5,6,5,9,6,13,31,170,255,107,64,71,85,66,176,178,77,4,9,19,40,33,85,44,2,1,1,8,12,28,92,21,5,2,8,13,13,20,81,23,7,2,4,8,11,23,91,48,12,3,13,7,16,17,61,54,15,9,14,19,21,18,53,86,28,24,30,51,52,36,100,142,255,102,62,58,77,58,127,238,81,4,10,14,28,29,84,57,1,0,5,5,12,18,65,25,4,1,8,10,9,21,57,21,4,0,3,9,10,19,64,37,6,5,9,8,16,19,61,49,11,9,17,11,18,27,52,88,34,22,20,34,32,34,61,K1
55,255,188,76,50,22,23,34,169,179,64,8,4,6,7,11,96,71,18,2,2,3,10,13,47,10,2,3,1,4,5,12,24,5,1,2,3,5,7,17,13,2,2,2,4,5,19,16,6,1,3,1,3,17,8,18,22,4,6,7,10,8,8,25,99,255,94,54,67,72,77,158,124,67,2,8,20,32,37,77,17,1,0,4,6,16,24,59,7,4,2,8,10,15,21,61,9,12,2,1,8,9,31,49,15,11,3,4,6,11,13,31,13,8,9,8,11,14,20,35,28,16,13,20,19,19,34,55,102,255,86,65,68,101,100,208,114,48,1,7,13,39,53,89,19,0,0,8,5,20,29,64,6,5,3,8,5,21,26,59,8,18,1,6,8,10,26,62,20,13,6,8,10,17,30,54,14,14,8,13,17,13,29,52,30,15,13,17,34,30,32,76,K1
88,255,173,79,61,34,33,44,159,171,58,7,3,4,5,34,97,55,19,4,5,3,9,27,49,11,1,5,2,3,4,17,30,8,0,1,2,6,4,21,13,5,1,2,5,3,25,14,8,1,3,3,2,16,9,16,26,5,9,6,6,7,12,32,159,255,126,58,64,66,67,130,101,71,2,7,13,26,24,67,35,1,0,1,6,9,22,55,14,5,1,5,13,15,16,55,10,19,2,1,5,5,19,47,20,10,3,6,5,7,13,36,16,13,6,5,9,15,18,33,43,16,14,10,17,20,23,60,180,255,128,72,82,111,107,185,120,46,1,3,16,23,32,78,26,0,1,4,10,17,31,69,7,6,1,11,16,14,25,64,11,16,2,3,13,8,22,56,21,10,4,6,7,15,22,57,25,19,8,5,16,24,25,43,41,13,18,27,34,32,35,72,K1
134,255,172,74,63,61,60,85,135,160,25,4,6,9,8,39,78,22,6,3,7,9,17,33,30,3,2,5,2,5,8,23,22,5,2,1,7,11,7,27,28,3,3,2,5,10,44,22,20,3,3,4,7,24,17,28,57,9,10,13,15,13,19,38,255,159,96,78,77,93,73,93,21,7,0,2,4,9,10,59,5,0,0,0,4,5,8,39,6,1,1,3,7,5,5,28,7,5,1,1,4,4,5,25,19,4,0,2,0,3,3,17,19,4,2,3,2,2,5,14,24,3,3,3,6,4,4,13,255,168,99,79,73,80,68,95,29,14,1,2,8,14,15,41,6,0,0,1,5,7,10,25,8,1,1,5,8,5,6,21,7,8,2,1,3,2,8,19,19,5,1,3,2,4,5,16,19,5,2,4,4,4,8,14,33,5,4,5,8,10,7,20,K1
96,255,185,84,73,35,40,55,130,108,42,4,1,2,5,19,63,30,9,2,3,2,10,17,31,3,1,3,1,2,4,9,18,3,0,0,0,4,4,13,10,1,1,0,2,3,26,13,4,2,3,1,3,14,11,12,20,4,4,4,6,6,15,18,196,255,123,82,81,110,99,159,89,40,2,4,6,15,22,58,20,1,0,2,9,11,20,52,8,4,2,2,13,7,20,34,14,16,2,1,5,3,15,37,31,11,3,2,4,6,12,25,23,10,5,4,7,9,4,27,26,10,10,12,12,16,16,34,252,255,143,96,95,135,118,208,95,30,0,2,9,20,29,92,22,1,0,4,9,14,16,76,14,4,3,8,17,14,15,58,10,15,4,3,7,8,11,51,22,13,5,4,4,12,12,41,16,11,7,8,10,12,16,31,44,10,15,13,15,18,27,56,K1
119,255,144,89,54,39,38,56,158,122,35,3,6,6,6,18,74,35,9,3,5,5,6,14,46,6,2,3,2,2,4,11,26,5,1,0,3,6,3,11,21,3,2,1,4,4,23,13,6,3,1,2,4,19,5,15,41,4,6,4,10,7,11,20,206,255,115,70,74,81,70,131,103,59,2,6,18,28,33,60,40,1,1,2,9,11,14,49,14,3,3,5,17,10,15,40,22,12,2,2,8,6,11,38,43,11,2,3,4,14,12,28,27,10,5,5,8,9,13,28,57,10,10,12,19,16,21,42,213,255,101,70,69,93,85,129,97,29,1,4,14,31,35,74,25,0,1,2,10,17,22,57,14,4,3,8,22,12,20,43,10,12,3,3,8,7,20,43,34,12,2,4,4,12,17,49,20,8,4,8,6,8,19,26,44,10,15,14,17,21,34,46,K1
122,255,175,93,62,59,57,53,109,142,52,2,3,6,11,16,60,32,7,3,11,4,11,15,23,5,3,5,4,6,5,9,3,7,3,3,0,2,10,8,13,4,5,3,1,2,8,13,2,4,5,8,3,3,7,22,37,4,7,10,6,6,14,18,207,255,130,82,87,120,112,251,64,44,1,8,24,49,44,79,4,1,1,2,13,14,19,55,4,6,0,5,23,16,20,54,5,23,1,2,8,6,18,46,21,13,3,5,3,4,19,31,20,16,3,7,7,10,15,35,17,10,9,26,20,20,24,42,183,255,92,82,99,151,134,198,79,24,4,11,22,43,48,77,9,1,2,5,11,22,27,72,9,3,7,7,17,15,25,47,15,10,6,5,10,9,21,40,31,12,5,8,10,12,15,36,26,8,8,13,10,12,17,45,26,11,21,12,46,27,33,45,K1
140,255,164,91,56,56,61,67,81,97,28,3,6,7,10,25,27,11,2,4,8,6,10,17,18,2,2,6,3,3,4,12,6,3,2,4,4,3,4,12,20,2,2,2,1,3,12,14,5,2,1,1,2,6,6,15,32,2,2,4,8,7,9,21,238,255,103,95,83,119,104,195,26,16,1,4,9,24,25,74,1,0,0,1,8,12,20,59,4,2,2,5,15,9,11,40,4,9,2,4,9,7,13,31,13,6,2,3,3,7,8,26,6,5,0,2,2,6,5,21,36,6,8,7,13,9,10,25,255,244,104,88,79,119,103,184,15,14,0,2,5,17,21,54,1,0,0,1,7,13,22,41,5,2,0,6,15,7,13,31,2,9,1,2,9,6,13,29,9,6,1,2,3,7,10,22,3,5,1,2,2,7,10,18,12,8,3,7,8,12,14,26,K1
101,255,166,82,49,39,42,59,167,145,48,7,4,6,7,27,90,40,8,4,5,5,8,20,43,5,1,4,2,3,5,16,17,2,1,1,2,5,4,16,20,2,1,1,2,4,14,16,11,2,2,2,3,10,11,22,35,6,6,7,8,7,14,28,255,252,115,93,87,119,104,188,84,34,1,5,13,27,27,78,17,1,0,4,10,15,17,58,22,3,2,7,17,13,15,45,14,10,3,2,6,6,15,45,42,9,3,5,3,6,12,36,43,10,4,7,6,7,13,31,78,15,13,12,14,12,15,35,255,244,120,97,80,110,97,164,79,26,2,4,12,26,28,71,18,1,0,5,12,16,19,55,21,3,3,12,20,14,14,45,15,10,2,2,6,7,14,42,45,7,3,7,4,9,11,33,33,9,6,6,6,7,13,29,65,13,14,12,13,14,15,34,K1
101,255,181,88,50,40,46,49,122,120,32,2,2,5,5,15,77,34,7,2,5,3,12,13,31,3,1,5,1,2,3,10,17,4,1,1,2,5,5,15,12,2,0,1,3,5,14,12,8,1,2,3,4,9,9,17,24,4,5,5,10,7,14,21,255,238,109,91,81,98,104,152,58,20,1,3,10,20,20,55,14,0,0,2,7,10,16,42,7,2,1,6,14,9,13,34,8,10,1,4,6,6,12,32,20,6,1,3,3,5,11,24,16,6,2,6,8,8,10,24,22,10,7,8,16,10,14,33,255,243,117,96,85,108,106,148,76,28,1,4,10,19,26,52,28,1,0,2,6,9,13,37,10,2,1,7,9,7,14,32,11,9,1,1,5,4,7,28,21,6,1,3,3,8,9,25,16,7,3,5,5,7,9,22,24,8,6,5,11,13,13,35,K1
2,255,219,107,37,15,24,21,123,138,49,8,6,6,9,10,84,47,15,1,1,3,5,9,38,4,0,1,1,3,5,11,31,3,1,0,2,5,6,11,3,1,0,1,0,4,17,18,3,2,1,5,4,5,9,19,17,3,3,5,6,8,10,28,7,228,68,56,37,75,92,255,138,47,2,11,14,23,30,62,16,0,0,4,3,14,23,77,14,1,0,4,4,17,22,45,18,4,1,2,4,15,25,56,25,7,1,3,2,5,18,30,23,6,2,5,12,14,16,42,33,5,11,15,15,21,38,50,2,255,108,57,75,91,69,204,163,48,1,9,20,24,44,63,24,3,0,6,8,21,14,61,15,2,0,6,9,6,18,31,14,9,1,2,6,8,28,63,31,12,0,4,5,17,15,40,16,5,3,8,6,16,25,23,26,8,9,17,19,16,28,54,K1
1,255,186,73,36,17,12,26,154,136,52,2,0,3,3,5,77,35,14,1,0,2,6,5,26,3,0,3,0,2,6,3,8,0,1,0,1,4,4,5,0,0,1,1,2,3,14,15,3,1,6,2,4,4,13,22,1,4,8,3,6,8,9,9,29,231,36,46,80,73,124,255,148,40,4,0,9,28,30,98,11,0,0,0,4,9,31,79,8,1,0,2,13,17,26,72,11,2,2,0,2,9,29,45,29,9,4,5,11,13,16,43,11,9,3,9,7,18,21,53,42,10,13,10,32,20,28,56,4,255,77,49,42,104,69,102,168,54,4,3,15,23,31,57,31,0,0,0,1,7,17,40,15,7,3,2,6,7,23,51,12,3,0,2,3,5,18,38,27,4,4,2,2,5,10,27,29,11,3,5,8,8,21,23,55,14,12,23,17,26,15,34,K1
24,255,192,81,45,26,31,41,113,131,47,5,3,5,8,14,83,44,10,2,5,5,7,11,29,4,3,5,3,3,5,9,15,3,1,1,1,2,3,11,5,2,1,1,1,2,8,8,4,3,1,2,1,3,7,12,14,3,4,3,6,6,9,19,54,255,99,67,68,105,117,243,83,31,1,4,11,22,31,95,8,1,0,4,8,18,33,73,11,3,2,7,16,15,18,61,12,14,3,3,5,11,15,51,30,12,2,7,5,10,14,32,22,12,5,9,5,15,13,25,52,13,14,11,21,17,20,39,49,255,102,67,64,107,117,197,95,47,1,3,11,22,38,74,22,1,0,3,8,12,23,64,10,4,4,8,14,9,22,53,8,14,4,2,6,8,26,44,19,12,4,7,4,10,17,34,13,11,6,6,9,9,15,33,28,10,13,15,18,16,24,41,K1
0,255,198,74,30,2,1,5,185,188,110,7,3,0,1,4,140,86,30,0,0,1,1,4,44,7,0,0,0,1,3,5,24,1,0,0,0,1,1,8,2,0,0,2,1,2,6,12,0,1,2,2,2,3,8,13,1,3,2,2,7,7,11,21,0,255,60,16,28,35,51,136,163,96,4,2,10,21,26,58,32,3,1,2,4,9,25,52,5,5,2,6,2,11,25,52,7,5,1,3,8,14,32,67,6,8,5,7,7,17,27,47,11,9,8,9,13,18,30,57,38,30,15,23,30,38,37,78,0,255,83,19,33,32,42,80,168,105,1,2,8,15,25,46,40,5,0,1,1,7,17,41,9,0,4,4,1,9,21,30,9,2,0,2,5,9,20,57,8,3,2,5,6,12,20,43,6,7,7,6,12,14,23,48,20,13,17,17,26,22,37,67,K1
187,255,161,99,76,52,52,74,195,108,38,7,5,5,11,39,128,41,9,4,12,4,12,24,74,10,2,5,4,3,6,20,45,6,1,2,2,5,7,21,38,5,3,1,1,2,9,17,24,4,3,4,3,11,8,25,62,6,9,7,8,8,11,31,255,233,116,82,80,90,76,154,136,30,2,4,10,21,25,105,28,2,0,3,8,11,14,71,24,4,1,3,8,9,13,59,25,14,0,2,5,7,18,67,53,14,4,6,6,10,13,42,39,12,7,9,10,12,18,39,70,15,15,18,18,16,21,49,246,255,114,79,75,88,71,134,144,46,1,3,8,20,27,91,38,0,0,3,7,11,18,64,26,3,1,5,13,12,15,56,26,10,2,3,9,9,16,52,53,10,3,5,5,6,12,38,32,13,3,6,11,14,18,43,61,13,15,17,19,21,26,56,K1
41,221,159,65,36,18,19,28,255,146,45,5,5,6,6,35,156,51,14,5,11,4,12,23,68,3,1,8,4,3,5,28,26,3,0,3,2,5,9,19,25,2,2,2,1,5,16,22,17,4,3,2,3,12,11,24,46,6,7,8,11,10,11,48,86,222,51,51,52,89,72,255,134,36,4,9,19,37,39,152,34,4,0,3,13,15,29,125,38,4,4,7,18,15,23,89,29,13,4,5,9,11,26,119,73,9,3,8,4,16,23,55,71,13,10,8,12,18,19,58,108,22,22,17,32,19,23,67,147,255,84,68,80,101,106,206,145,43,2,7,19,46,47,130,28,2,0,8,15,22,28,94,33,3,3,18,27,21,26,75,19,8,5,4,10,11,27,96,63,10,6,9,11,10,23,69,70,15,15,16,11,19,32,67,124,24,25,29,36,29,42,107,K1
13,246,163,52,39,15,18,41,255,211,73,8,5,6,9,20,155,78,12,3,4,6,10,20,48,9,2,6,2,4,9,16,18,2,1,3,2,6,8,20,11,4,5,2,4,6,21,20,12,3,3,5,4,19,15,25,22,10,10,11,13,14,24,32,120,255,119,67,86,119,129,245,189,73,1,7,20,47,37,140,56,2,1,7,11,25,35,117,38,7,7,11,17,24,28,87,27,13,8,6,9,16,33,89,68,17,7,13,8,26,24,79,114,18,15,19,14,20,33,65,121,29,21,30,34,31,36,86,93,255,105,68,66,98,90,214,195,67,1,5,15,33,40,96,25,1,1,5,9,17,22,86,35,6,3,15,14,16,23,72,23,17,4,4,9,12,23,67,63,15,5,7,6,16,24,61,55,16,12,18,13,16,30,60,107,22,22,30,34,26,39,79,K1
9,255,177,49,38,17,21,48,233,224,85,12,6,5,7,16,154,64,17,1,2,3,9,17,63,11,1,4,2,4,7,17,22,4,1,1,5,7,6,18,17,3,3,3,4,6,21,18,12,2,1,4,6,22,11,30,30,4,6,12,14,13,24,43,93,255,101,54,56,78,67,161,157,71,4,5,20,29,30,90,61,2,0,2,11,16,20,71,31,5,1,3,9,9,15,50,20,17,2,2,5,15,18,51,67,16,2,4,3,9,19,56,84,16,7,12,6,14,20,36,121,14,16,16,17,20,28,47,59,255,95,63,64,97,72,168,192,97,4,6,16,32,48,101,59,2,0,4,11,18,28,88,37,8,4,15,17,11,20,67,19,12,4,5,10,10,24,71,57,14,2,11,8,7,16,64,72,12,6,10,10,15,12,47,118,19,28,22,20,24,25,59,K1
20,217,138,51,9,12,22,30,255,168,43,4,2,4,6,22,125,39,7,2,2,3,6,20,63,3,1,3,1,2,5,15,17,1,0,0,2,5,5,21,22,0,2,2,4,3,17,21,18,1,2,3,3,10,13,22,41,3,8,7,6,10,23,36,107,123,54,54,42,89,71,255,96,11,1,6,13,26,23,123,38,0,1,4,5,13,21,115,41,4,2,8,5,9,13,77,23,9,2,3,8,4,17,78,86,9,5,10,4,8,17,60,128,15,10,8,8,9,16,48,202,15,18,16,19,14,24,46,57,102,35,43,40,84,77,255,84,20,1,9,14,33,49,187,29,2,2,5,8,17,34,129,42,7,5,21,16,22,34,107,20,10,3,4,7,13,23,115,113,12,12,13,4,21,19,81,118,15,8,13,12,11,26,78,177,31,23,16,27,19,28,89,K1
107,255,166,71,39,43,51,70,132,145,41,4,4,7,6,19,82,39,9,2,4,3,12,17,26,4,1,3,3,3,5,15,11,2,0,1,2,6,5,14,13,2,2,1,3,6,24,12,9,2,2,2,4,14,14,19,28,6,6,7,10,8,12,28,255,203,105,88,82,111,107,181,49,18,1,6,12,24,25,72,7,1,0,1,7,11,17,52,6,2,2,5,13,10,12,45,8,8,1,2,7,7,12,39,23,6,1,5,2,9,9,32,22,8,3,5,4,8,10,24,39,12,10,9,13,11,14,32,255,196,100,87,75,103,97,173,30,14,1,4,9,21,26,58,5,0,0,3,8,15,15,45,7,2,2,8,14,10,14,36,7,9,3,2,5,7,15,38,16,7,2,7,4,10,10,24,17,7,3,4,5,6,12,24,32,8,11,11,13,13,15,28,K1
73,255,165,58,35,45,54,82,137,167,55,2,3,9,7,28,96,45,10,2,5,5,14,21,32,2,1,4,2,3,6,21,14,1,0,0,5,7,6,24,22,3,3,1,3,6,35,18,16,4,3,5,5,26,16,18,57,9,11,11,12,11,15,31,255,163,98,78,74,96,88,126,26,8,0,4,8,16,14,62,10,0,0,1,5,6,12,46,10,1,1,4,10,7,8,29,12,6,1,1,5,4,7,36,33,4,2,1,1,6,5,24,35,5,2,3,4,6,9,21,43,8,6,7,8,7,8,21,255,169,94,76,65,78,72,91,29,7,0,2,5,13,13,46,3,0,0,2,6,8,10,30,7,1,0,7,8,5,9,28,4,3,1,2,3,4,6,29,15,4,0,5,2,5,6,17,17,4,2,4,3,3,6,14,31,6,5,5,8,6,11,15,K1
66,255,195,79,56,71,85,113,157,165,37,2,4,9,10,39,89,33,12,2,8,8,22,32,42,4,0,7,4,6,6,22,6,2,1,1,7,11,6,32,26,3,2,3,7,10,59,19,12,3,4,2,4,32,21,17,87,5,11,9,20,12,19,33,255,164,112,93,95,129,108,145,19,1,0,3,11,15,26,92,7,0,0,1,9,14,14,53,5,3,2,10,18,11,14,46,12,10,2,1,9,4,12,43,24,8,1,1,3,9,9,32,26,8,5,3,6,7,12,22,22,7,5,6,13,9,11,31,255,219,107,99,94,143,113,173,47,11,0,2,7,25,20,57,4,0,0,2,10,16,14,42,8,2,1,9,22,8,9,40,14,12,1,5,7,7,13,42,28,9,1,3,6,4,7,27,16,6,3,4,9,3,10,31,41,9,10,11,12,8,14,31,K1
0,206,115,42,4,8,16,22,255,177,67,5,2,3,7,16,146,64,10,0,3,5,21,30,62,3,1,0,2,2,2,18,46,2,2,2,5,5,5,22,25,2,3,0,4,7,40,17,13,3,6,4,6,31,20,24,70,14,13,10,14,16,16,34,92,193,47,56,47,109,100,255,196,67,1,5,16,31,38,65,40,1,1,3,9,19,13,107,41,8,0,6,18,18,34,45,20,33,2,5,22,16,25,58,67,18,7,2,8,8,25,65,23,16,8,4,6,14,34,75,112,24,18,29,60,34,31,84,33,224,52,61,43,111,141,214,255,67,2,3,12,26,51,92,51,0,5,5,5,16,35,103,44,6,5,5,13,10,15,52,39,18,3,6,7,6,23,74,54,14,4,12,2,6,27,19,66,7,13,17,22,10,21,45,34,16,16,24,39,40,19,70,K2
7,255,153,79,17,21,10,38,226,185,66,2,3,5,8,17,138,46,11,0,1,3,9,20,64,4,3,0,2,3,3,10,22,0,0,0,9,11,8,18,12,2,2,1,1,4,19,15,17,2,1,2,8,11,20,16,32,9,11,11,11,9,16,32,73,207,47,43,60,90,103,255,185,34,4,17,17,46,33,85,20,2,1,0,5,14,32,51,32,2,2,8,8,13,20,70,8,3,3,4,5,12,21,60,21,6,6,10,4,14,23,39,21,6,5,8,10,22,30,38,53,13,21,15,37,31,22,68,50,255,32,53,64,130,91,199,222,72,1,2,10,34,47,92,18,3,0,0,12,23,29,90,28,7,0,15,31,17,22,54,13,25,0,4,10,10,29,75,31,23,6,7,1,4,23,58,24,21,5,24,7,7,20,56,53,17,25,24,47,33,25,85,K2
5,255,158,68,12,17,29,31,198,150,64,5,4,7,11,14,112,55,2,5,4,4,14,13,40,1,2,4,1,3,7,8,15,0,1,0,4,3,4,8,3,0,6,0,4,8,13,23,4,3,4,2,5,14,14,24,12,8,11,10,16,13,17,41,86,191,50,65,57,127,116,255,81,14,1,6,18,42,53,74,11,5,1,4,7,19,23,68,14,2,2,11,12,17,25,44,7,15,2,2,9,9,16,74,14,14,7,6,4,17,15,45,15,24,4,8,11,10,20,34,76,14,16,17,14,13,20,38,111,255,63,61,56,87,122,211,125,64,4,9,15,32,44,89,15,7,1,11,4,15,15,66,8,12,5,11,13,15,46,46,19,16,6,0,3,15,24,62,60,16,12,7,2,33,15,43,48,32,18,10,26,10,14,39,63,43,26,31,21,36,15,57,K2
109,255,169,84,48,47,49,61,182,115,36,6,11,11,10,39,100,26,2,6,16,5,8,28,33,3,1,13,8,4,8,20,10,4,1,4,1,5,6,22,23,2,0,0,2,4,16,17,12,2,1,1,3,13,7,23,33,5,4,5,7,7,16,26,230,214,108,94,85,131,122,255,56,15,1,2,11,29,27,133,9,0,1,2,13,23,20,96,17,1,3,9,20,19,19,69,8,6,3,2,8,8,20,64,29,3,2,3,2,7,6,46,26,3,4,5,10,8,8,40,91,5,9,11,11,12,19,32,226,255,96,88,73,118,126,231,43,15,2,6,13,28,51,112,6,0,0,1,11,15,23,76,12,4,2,8,19,15,15,65,10,3,5,3,9,10,23,60,32,2,3,7,5,8,11,37,19,6,5,6,8,6,9,37,65,10,11,14,20,18,13,32,K2
67,255,154,59,27,39,42,69,138,128,32,2,1,7,11,31,80,32,2,3,5,6,15,26,24,2,1,4,2,4,9,19,7,2,1,3,3,7,8,22,11,2,3,2,4,7,24,23,6,3,4,3,4,16,14,29,24,7,9,7,11,12,19,30,184,177,85,86,71,121,122,255,43,11,1,3,8,25,30,120,12,1,0,3,10,21,30,89,17,4,2,8,16,14,22,60,9,11,2,3,10,7,15,56,34,9,5,8,1,10,6,41,35,8,5,8,3,7,9,29,87,17,11,9,11,12,10,26,239,197,105,101,87,145,132,255,48,5,1,7,11,29,43,130,13,1,2,6,15,24,29,89,16,4,5,11,24,15,21,63,15,11,5,2,9,6,18,58,42,10,4,7,5,10,12,46,42,13,9,7,9,9,13,35,55,15,13,9,11,13,16,45,K2
