@attribute 'Gabor Features51' numeric
@attribute 'Gabor Features52' numeric
@attribute 'Gabor Features53' numeric
@attribute 'Gabor Features54' numeric
@attribute 'Gabor Features55' numeric
@attribute 'Gabor Features56' numeric
@attribute 'Gabor Features57' numeric
@attribute 'Gabor Features58' numeric
@attribute 'Gabor Features59' numeric
@attribute class {K1,K2,K3,K4,K5,K6}

@data

4.087061,0.040845,4.088435,0.040858,4.088435,0.040858,4.087061,0.040845,4.088435,0.040858,4.088435,0.040858,4.223775,0.042211,4.225194,0.042225,4.225194,0.042225,4.223775,0.042211,4.225194,0.042225,4.225194,0.042225,4.219869,0.042172,4.221288,0.042186,4.221288,0.042186,4.219869,0.042172,4.221288,0.042186,4.221288,0.042186,4.208804,0.042061,4.210218,0.042075,4.210218,0.042075,4.208804,0.042061,4.210218,0.042075,4.210218,0.042075,4.177346,0.041747,4.178751,0.041761,4.178751,0.041761,4.177346,0.041747,4.178751,0.041761,4.178751,0.041761,K1
4.113073,0.038526,4.114455,0.038539,4.114455,0.038539,4.113073,0.038526,4.114455,0.038539,4.114455,0.038539,4.250656,0.039815,4.252085,0.039828,4.252085,0.039828,4.250656,0.039815,4.252085,0.039828,4.252085,0.039828,4.246726,0.039778,4.248153,0.039792,4.248153,0.039792,4.246726,0.039778,4.248153,0.039792,4.248153,0.039792,4.23559,0.039674,4.237013,0.039687,4.237013,0.039687,4.23559,0.039674,4.237013,0.039687,4.237013,0.039687,4.203932,0.039377,4.205345,0.039391,4.205345,0.039391,4.203932,0.039377,4.205345,0.039391,4.205345,0.039391,K1
8.1347,0.080904,8.137435,0.080931,8.137435,0.080931,8.1347,0.080904,8.137435,0.080931,8.137435,0.080931,8.406808,0.08361,8.409634,0.083638,8.409634,0.083638,8.406808,0.08361,8.409634,0.083638,8.409634,0.083638,8.399035,0.083533,8.401858,0.083561,8.401858,0.083561,8.399035,0.083533,8.401858,0.083561,8.401858,0.083561,8.377011,0.083314,8.379826,0.083342,8.379826,0.083342,8.377011,0.083314,8.379826,0.083342,8.379826,0.083342,8.3144,0.082691,8.317194,0.082719,8.317194,0.082719,8.3144,0.082691,8.317194,0.082719,8.317194,0.082719,K1
8.871059,0.085442,8.874041,0.085471,8.874041,0.085471,8.871059,0.085442,8.874041,0.085471,8.874041,0.085471,9.167798,0.0883,9.17088,0.08833,9.17088,0.08833,9.167798,0.0883,9.17088,0.08833,9.17088,0.08833,9.159322,0.088219,9.1624,0.088248,9.1624,0.088248,9.159322,0.088219,9.1624,0.088248,9.1624,0.088248,9.135303,0.087988,9.138374,0.088017,9.138374,0.088017,9.135303,0.087988,9.138374,0.088017,9.138374,0.088017,9.067025,0.08733,9.070073,0.087359,9.070073,0.087359,9.067025,0.08733,9.070073,0.087359,9.070073,0.087359,K1
9.80957,0.093002,9.812867,0.093033,9.812867,0.093033,9.80957,0.093002,9.812867,0.093033,9.812867,0.093033,10.137702,0.096113,10.14111,0.096145,10.14111,0.096145,10.137702,0.096113,10.14111,0.096145,10.14111,0.096145,10.128329,0.096024,10.131733,0.096056,10.131733,0.096056,10.128329,0.096024,10.131733,0.096056,10.131733,0.096056,10.10177,0.095772,10.105165,0.095804,10.105165,0.095804,10.10177,0.095772,10.105165,0.095804,10.105165,0.095804,10.026267,0.095056,10.029638,0.095088,10.029638,0.095088,10.026267,0.095056,10.029638,0.095088,10.029638,0.095088,K1
2.50333,0.023951,2.504172,0.023959,2.504172,0.023959,2.50333,0.023951,2.504172,0.023959,2.504172,0.023959,2.587067,0.024752,2.587937,0.02476,2.587937,0.02476,2.587067,0.024752,2.587937,0.02476,2.587937,0.02476,2.584675,0.024729,2.585544,0.024737,2.585544,0.024737,2.584675,0.024729,2.585544,0.024737,2.585544,0.024737,2.577898,0.024664,2.578764,0.024673,2.578764,0.024673,2.577898,0.024664,2.578764,0.024673,2.578764,0.024673,2.55863,0.02448,2.55949,0.024488,2.55949,0.024488,2.55863,0.02448,2.55949,0.024488,2.55949,0.024488,K1
11.324339,0.098022,11.328146,0.098055,11.328146,0.098055,11.324339,0.098022,11.328146,0.098055,11.328146,0.098055,11.703141,0.101301,11.707075,0.101335,11.707075,0.101335,11.703141,0.101301,11.707075,0.101335,11.707075,0.101335,11.69232,0.101207,11.69625,0.101241,11.69625,0.101241,11.69232,0.101207,11.69625,0.101241,11.69625,0.101241,11.66166,0.100942,11.66558,0.100975,11.66558,0.100975,11.66166,0.100942,11.66558,0.100975,11.66558,0.100975,11.574499,0.100187,11.578389,0.100221,11.578389,0.100221,11.574499,0.100187,11.578389,0.100221,11.578389,0.100221,K1
11.870357,0.094477,11.874347,0.094509,11.874347,0.094509,11.870357,0.094477,11.874347,0.094509,11.874347,0.094509,12.267424,0.097637,12.271547,0.09767,12.271547,0.09767,12.267424,0.097637,12.271547,0.09767,12.271547,0.09767,12.256081,0.097547,12.260201,0.09758,12.260201,0.09758,12.256081,0.097547,12.260201,0.09758,12.260201,0.09758,12.223942,0.097291,12.228051,0.097324,12.228051,0.097324,12.223942,0.097291,12.228051,0.097324,12.228051,0.097324,12.132579,0.096564,12.136657,0.096597,12.136657,0.096597,12.132579,0.096564,12.136657,0.096597,12.136657,0.096597,K1
3.30063,0.02709,3.30174,0.027099,3.30174,0.027099,3.30063,0.02709,3.30174,0.027099,3.30174,0.027099,3.411037,0.027996,3.412184,0.028006,3.412184,0.028006,3.411037,0.027996,3.412184,0.028006,3.412184,0.028006,3.407883,0.027971,3.409029,0.02798,3.409029,0.02798,3.407883,0.027971,3.409029,0.02798,3.409029,0.02798,3.398947,0.027897,3.40009,0.027907,3.40009,0.027907,3.398947,0.027897,3.40009,0.027907,3.40009,0.027907,3.373543,0.027689,3.374677,0.027698,3.374677,0.027698,3.373543,0.027689,3.374677,0.027698,3.374677,0.027698,K1
2.854976,0.022177,2.855936,0.022185,2.855936,0.022185,2.854976,0.022177,2.855936,0.022185,2.855936,0.022185,2.950476,0.022919,2.951467,0.022927,2.951467,0.022927,2.950476,0.022919,2.951467,0.022927,2.951467,0.022927,2.947748,0.022898,2.948738,0.022906,2.948738,0.022906,2.947748,0.022898,2.948738,0.022906,2.948738,0.022906,2.940018,0.022838,2.941006,0.022846,2.941006,0.022846,2.940018,0.022838,2.941006,0.022846,2.941006,0.022846,2.918044,0.022667,2.919025,0.022675,2.919025,0.022675,2.918044,0.022667,2.919025,0.022675,2.919025,0.022675,K1
