@relation dm_prak-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-D../irteera/ordenatuak/-weka.filters.unsupervised.attribute.RemoveType-Tstring

@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {K1,K2,K3,K4,K5,K6,K7,K8}

@data
6,17,17,18,15,15,16,16,16,16,18,16,16,15,15,16,16,16,15,16,17,32,16,16,18,16,17,36,15,16,13,15,13,K2
15,16,15,14,17,11,16,15,16,14,19,15,20,15,15,16,16,16,16,15,18,29,16,15,18,16,19,48,16,17,10,16,7,K2
15,13,19,7,14,6,16,16,13,14,17,15,24,15,14,16,12,15,16,14,14,21,15,17,19,15,23,53,14,16,9,16,3,K2
14,8,25,12,8,6,12,20,12,17,21,14,25,10,15,16,13,12,16,15,14,23,16,16,16,16,22,52,13,16,14,15,3,K2
22,19,24,21,24,22,15,20,17,14,21,14,24,18,18,15,18,13,12,17,19,30,15,15,17,15,18,47,14,17,13,15,7,K2
17,21,28,21,24,20,16,18,19,22,22,13,15,16,18,14,16,15,12,16,17,32,15,16,15,15,17,41,15,15,12,15,11,K2
12,16,24,25,15,13,17,16,17,23,24,17,20,17,14,15,14,16,17,17,22,28,15,19,15,16,17,42,15,15,11,15,9,K2
15,19,7,12,16,25,15,15,17,17,10,18,18,17,20,14,20,16,18,14,21,26,16,17,15,15,15,47,15,12,14,16,13,K2
18,22,20,14,17,21,19,18,13,19,17,19,13,17,20,17,17,15,17,13,21,28,17,14,19,14,18,49,16,19,7,16,10,K2
15,7,19,11,9,10,14,15,18,14,18,15,20,17,21,15,15,17,15,15,17,30,19,10,19,12,25,49,12,20,13,17,3,K2
5,15,14,15,16,16,15,15,16,15,18,16,17,16,16,15,16,16,16,16,16,31,15,15,16,16,17,36,15,16,15,16,14,K2
15,14,12,6,18,8,16,15,13,10,18,17,20,14,16,17,17,14,13,16,17,21,15,15,20,16,20,52,16,14,5,15,5,K2
39,13,18,18,15,13,16,17,17,15,21,17,23,15,14,18,14,15,17,16,18,25,16,11,21,15,23,53,13,19,9,15,4,K2
7,16,18,12,15,11,15,16,14,12,18,15,19,16,15,15,15,16,15,15,15,29,15,15,17,15,17,42,16,17,11,16,10,K2
10,13,17,7,18,7,15,15,16,15,22,14,22,16,14,15,16,16,16,15,16,25,18,16,12,14,16,49,13,18,16,17,9,K2
10,21,16,11,14,13,17,15,15,15,19,15,20,16,17,16,17,15,15,16,16,29,15,16,16,15,17,45,17,16,11,15,10,K2
7,13,19,13,16,16,14,17,17,17,18,14,16,16,17,16,16,17,16,16,15,29,14,16,17,15,17,41,16,16,12,16,12,K2
14,17,10,5,7,5,17,12,20,16,15,16,27,13,17,16,15,16,15,13,17,19,18,15,23,14,25,49,14,15,7,15,5,K2
9,19,17,7,18,9,17,17,16,14,19,15,23,16,16,16,16,15,16,16,16,27,17,16,18,16,20,45,16,15,10,16,8,K2
40,22,28,12,18,15,16,22,15,18,19,16,17,14,18,13,14,12,12,16,16,13,18,12,24,17,24,54,13,19,7,12,5,K2
47,3,17,14,18,18,7,18,14,12,20,13,18,17,13,15,16,18,17,18,20,13,10,13,17,15,25,56,23,20,13,17,3,K2
37,15,24,15,12,16,17,22,14,13,19,15,19,14,17,17,17,16,11,17,16,15,16,11,23,14,22,54,16,21,6,16,6,K2
42,12,19,17,15,15,17,20,13,16,22,15,14,15,20,18,12,17,17,10,19,15,14,13,22,14,23,53,18,19,7,18,5,K2
11,16,16,18,15,17,17,16,17,16,17,16,17,15,15,15,15,16,16,15,16,28,17,15,17,15,16,42,15,16,14,16,14,K2
7,15,18,15,16,16,16,16,16,16,17,16,18,15,15,17,15,15,15,16,16,29,15,15,17,15,18,41,16,16,12,16,11,K2
6,18,18,13,17,13,16,18,15,15,18,15,17,17,16,16,16,15,15,16,16,28,17,16,17,16,19,42,15,16,12,16,9,K2
7,13,17,12,15,14,14,16,14,16,18,14,19,15,15,15,15,16,16,16,15,24,14,17,16,15,19,48,18,15,15,16,8,K2
8,15,16,10,16,12,15,14,15,16,19,17,19,16,16,15,15,16,14,16,15,27,15,16,17,15,18,46,16,16,10,16,9,K2
8,15,15,13,18,13,14,13,14,14,19,15,19,17,16,15,15,15,16,16,16,32,14,14,17,16,17,42,17,17,11,16,11,K2
35,16,29,24,19,29,12,15,13,23,15,14,8,17,20,13,14,15,12,16,18,30,15,15,17,16,18,40,17,14,12,15,12,K2
6,15,16,15,15,14,14,15,15,15,18,16,17,15,16,14,15,15,15,15,15,32,16,16,17,16,18,36,15,15,14,15,11,K2
36,9,25,22,15,17,14,21,20,24,24,16,13,12,21,11,14,18,14,15,21,24,16,16,19,16,19,49,16,13,8,15,7,K2
7,14,15,13,18,13,18,19,10,11,20,16,16,14,15,16,15,16,16,17,15,30,15,16,17,16,16,40,16,16,11,16,11,K2
14,12,18,10,17,8,16,16,13,17,19,17,23,15,14,18,13,17,16,15,16,17,16,15,19,15,22,56,15,17,7,16,4,K2
33,8,26,14,15,29,16,22,20,16,22,11,20,18,20,18,14,20,14,16,17,28,15,15,14,15,20,49,17,14,17,17,7,K2
5,14,15,14,17,14,15,15,14,15,17,16,18,15,16,16,16,16,16,15,15,27,15,15,16,16,17,42,16,17,13,16,11,K2
25,5,19,14,13,18,18,17,12,10,25,19,22,15,14,19,13,21,12,11,13,22,13,16,16,14,19,53,20,16,12,17,8,K2
24,11,30,19,12,18,20,25,15,16,16,15,24,21,15,13,15,20,12,16,14,28,16,15,18,15,18,46,15,16,7,16,6,K2
14,19,18,15,13,20,16,15,18,15,19,15,16,15,14,16,15,14,14,17,16,31,16,16,16,15,19,45,17,16,14,16,10,K2
10,9,19,14,18,17,14,17,18,16,18,19,19,18,16,16,16,19,16,17,17,31,15,16,16,16,19,44,15,16,14,15,9,K2
10,9,18,13,15,16,14,16,16,16,19,18,19,17,15,16,15,18,16,17,17,30,14,16,15,16,19,45,16,16,15,15,9,K2
8,17,17,7,15,8,15,15,15,16,13,15,13,16,12,16,16,15,15,16,14,34,15,13,15,16,12,34,15,19,15,13,18,K3
12,16,15,6,17,6,15,17,15,17,11,15,11,16,13,17,15,17,14,16,15,34,16,15,13,16,14,41,14,16,17,15,16,K3
12,15,16,6,18,6,15,17,15,17,11,14,11,15,12,17,15,17,14,16,15,30,15,16,14,16,15,40,15,15,17,16,17,K3
12,15,15,6,17,6,14,16,15,18,11,15,11,16,11,16,15,17,14,16,15,35,16,16,14,16,13,38,15,16,17,15,19,K3
8,16,17,8,17,7,14,15,15,18,13,15,12,15,13,17,15,17,13,16,14,32,16,17,15,16,15,35,15,13,16,15,18,K3
10,16,16,7,14,7,15,16,14,17,12,15,11,16,12,16,15,17,14,16,15,34,16,16,14,16,14,40,15,15,16,15,17,K3
7,16,16,10,16,9,14,16,15,17,14,15,11,16,14,16,15,17,13,16,16,15,15,17,23,15,24,51,16,14,9,15,9,K3
10,16,16,6,16,7,15,16,15,17,12,15,12,16,12,16,15,16,14,16,15,31,16,16,14,16,14,42,15,15,17,15,17,K3
11,15,16,6,14,7,15,16,15,17,11,15,10,16,13,16,15,17,14,16,15,34,15,16,14,16,14,39,18,15,15,14,18,K3
28,18,17,3,17,3,16,18,15,16,10,15,9,15,9,15,15,15,13,15,14,31,16,15,15,15,15,41,15,19,14,15,15,K3
27,16,15,4,18,4,14,16,15,17,10,14,7,16,11,16,15,17,14,16,15,31,16,16,14,16,14,49,15,16,16,14,16,K3
10,18,16,7,17,8,15,16,14,16,12,15,10,16,13,16,15,16,14,16,15,33,15,17,15,16,14,36,16,15,15,15,17,K3
29,18,20,2,16,3,14,15,17,17,10,17,11,16,9,16,15,14,13,14,14,33,15,16,15,14,15,37,13,17,16,16,16,K3
18,16,19,3,16,5,15,15,15,18,10,17,11,18,10,18,15,17,12,17,14,30,16,13,14,14,13,46,13,20,16,18,19,K3
19,16,13,7,17,5,15,16,15,21,7,15,7,16,10,17,16,15,15,16,10,23,15,16,15,16,17,50,16,15,16,13,13,K3
10,16,15,7,17,7,15,17,15,17,12,15,11,16,13,16,15,17,14,16,15,32,16,15,14,16,14,40,15,16,17,15,17,K3
12,16,16,7,18,7,15,16,15,17,11,15,11,15,13,16,15,16,14,16,15,30,16,14,14,16,14,43,15,17,16,15,16,K3
12,16,16,7,16,7,15,16,15,17,12,15,10,16,12,16,15,16,14,16,15,33,16,16,14,16,14,39,16,15,16,15,17,K3
10,16,16,7,17,7,15,16,15,17,12,15,11,16,12,16,15,17,14,16,15,34,16,17,14,16,14,36,16,14,16,15,18,K3
6,16,16,9,16,8,15,15,15,17,14,15,14,16,13,17,16,16,14,16,16,17,15,16,22,15,21,46,16,16,10,15,9,K3
23,16,15,3,17,4,15,17,15,18,9,14,9,16,10,17,15,17,13,16,15,25,16,16,15,16,14,51,14,16,17,14,18,K3
13,17,16,6,15,4,15,16,15,17,12,16,12,16,11,17,15,16,13,16,14,36,16,15,14,15,13,36,16,18,15,16,14,K3
13,17,14,6,16,5,15,17,15,17,10,16,11,16,11,16,16,15,15,15,16,36,16,15,13,16,13,37,15,17,15,15,17,K3
7,16,16,9,17,9,15,16,15,17,13,15,12,16,13,16,15,16,14,16,15,34,16,16,14,16,13,36,15,16,16,15,17,K3
7,14,16,10,16,9,15,17,16,16,12,16,13,16,13,16,15,17,15,15,15,35,16,16,15,16,14,31,15,16,16,15,15,K3
15,16,15,6,15,5,13,17,15,17,11,16,10,16,11,16,15,17,14,16,15,35,16,15,13,16,13,38,14,16,17,15,17,K3
8,16,15,7,16,6,15,16,15,17,12,15,14,15,12,16,16,16,14,16,15,30,16,15,15,16,15,37,15,17,16,15,16,K3
10,20,17,7,15,7,16,16,15,17,11,17,12,16,12,15,15,11,13,15,14,32,17,15,15,16,15,34,17,17,15,16,15,K3
9,17,15,6,15,6,15,16,15,17,11,16,14,16,11,15,16,15,16,15,15,32,16,15,14,16,14,35,19,17,16,15,16,K3
7,17,17,8,16,9,14,16,16,16,14,16,14,15,12,15,15,15,14,15,15,35,16,16,15,16,15,31,16,15,14,14,16,K3
7,17,17,8,16,9,14,16,16,17,12,16,13,15,11,16,15,15,15,15,15,35,16,16,15,16,14,31,15,14,15,14,16,K3
7,14,17,11,14,12,15,16,15,16,13,16,12,15,13,16,14,17,14,16,15,17,16,16,22,15,23,48,16,14,10,17,8,K3
6,16,16,10,16,10,15,16,16,16,13,15,13,15,14,16,15,16,15,15,15,32,16,15,15,16,15,33,16,15,16,15,16,K3
6,16,16,10,16,10,14,17,15,16,14,16,13,15,14,15,15,17,14,15,16,32,16,15,14,16,14,32,15,16,16,15,17,K3
9,20,17,6,16,6,15,16,13,18,12,15,13,16,12,16,14,14,11,16,16,31,16,15,15,15,15,33,15,17,15,16,15,K3
8,16,15,7,16,7,14,18,16,16,12,16,13,15,12,15,15,16,15,15,15,33,15,15,14,16,13,33,16,15,15,15,16,K3
8,15,14,7,16,7,15,16,16,17,12,15,14,15,12,16,16,15,15,15,16,33,16,15,14,16,14,34,16,15,16,14,15,K3
13,14,14,5,15,5,14,17,16,17,11,15,13,17,10,16,15,18,14,16,15,31,17,15,14,16,14,37,10,17,17,15,17,K3
9,16,14,8,14,8,18,17,14,18,10,16,10,17,11,17,16,15,15,16,18,36,17,15,13,16,14,32,16,16,15,16,16,K3
13,17,14,6,16,7,14,17,15,17,12,16,9,16,12,16,15,16,14,16,15,32,16,15,13,16,13,43,15,16,17,14,17,K3
6,17,16,10,15,10,15,16,15,16,13,16,13,17,14,16,15,16,14,16,15,15,15,16,23,16,23,49,15,16,10,16,10,K3
7,16,15,7,14,7,14,16,16,17,12,17,14,17,12,16,15,16,15,15,15,14,16,17,23,17,24,49,14,16,9,15,7,K3
7,16,16,9,15,9,14,16,15,17,13,17,12,17,13,16,15,17,14,16,15,13,16,16,24,17,24,51,15,15,10,16,9,K3
11,17,15,6,16,7,15,17,15,17,11,15,11,16,12,16,15,16,14,16,15,33,16,15,13,16,14,39,16,16,17,14,17,K3
12,16,15,6,15,7,15,16,15,17,12,16,10,16,13,16,15,17,14,16,15,34,16,16,14,16,14,40,16,15,17,15,17,K3
8,16,16,9,14,9,14,16,15,17,13,17,11,17,13,17,15,17,14,16,15,13,16,17,25,17,24,51,16,15,8,16,9,K3
7,16,15,7,17,8,15,17,15,17,12,15,13,15,13,16,15,16,15,16,15,33,16,15,14,16,14,35,14,17,16,15,16,K3
4,17,16,13,15,12,15,16,15,16,14,16,14,17,14,16,15,16,14,16,15,24,15,15,18,16,19,40,15,16,12,16,12,K3
7,16,15,10,17,8,15,17,15,16,13,15,12,15,14,16,15,16,14,16,15,33,16,15,15,16,14,38,14,16,15,14,16,K3
13,16,15,6,16,6,15,16,15,17,11,15,10,15,11,16,15,16,15,16,15,34,16,15,13,16,13,40,15,16,17,15,18,K3
11,17,15,6,17,6,15,17,15,17,11,15,13,14,11,16,15,16,14,16,15,33,16,15,14,16,14,35,16,18,16,15,17,K3
12,16,14,6,17,6,15,17,15,17,11,15,11,16,12,16,15,17,14,16,15,31,15,15,14,16,14,40,15,16,18,14,17,K3
15,15,14,6,16,5,14,17,16,17,11,15,9,16,11,16,16,17,15,16,15,32,16,15,13,16,13,42,15,16,17,14,18,K3
10,18,14,5,16,6,15,16,15,17,11,15,12,16,10,17,16,14,16,16,16,34,16,16,14,16,14,35,15,16,14,15,15,K3
15,16,15,5,15,5,14,17,15,17,11,15,11,16,11,16,15,17,14,16,15,35,16,16,13,16,13,38,13,16,17,15,18,K3
7,16,15,8,16,8,15,16,15,16,13,16,13,16,13,16,16,16,15,16,15,34,16,15,14,16,14,35,15,16,17,15,16,K3
9,17,14,7,15,8,15,16,15,17,12,16,11,15,13,16,15,16,15,16,15,32,16,15,14,16,14,40,15,16,16,15,17,K3
15,17,17,6,19,5,15,16,15,18,11,15,10,15,12,16,15,17,13,16,15,33,16,16,14,16,13,43,14,15,15,15,17,K3
7,17,17,10,16,12,16,16,15,17,13,15,11,15,15,16,15,15,14,16,15,35,15,16,14,16,15,33,18,14,16,15,17,K3
7,19,16,9,15,11,16,16,14,16,12,17,11,17,14,17,15,15,14,15,15,30,16,16,15,15,15,33,16,16,16,16,16,K3
10,16,15,7,15,7,15,15,15,16,12,16,10,16,12,16,15,16,15,16,15,28,16,16,15,16,15,37,16,16,16,15,17,K3
11,16,15,8,16,9,15,15,15,16,13,16,9,16,12,16,16,16,15,16,15,29,15,16,15,16,15,37,16,16,16,15,16,K3
11,16,17,7,14,7,15,16,15,17,12,17,11,16,12,15,15,16,13,16,15,29,16,16,16,16,16,35,15,15,15,15,15,K3
11,19,15,7,15,7,16,17,14,15,12,16,11,16,11,16,15,14,15,16,15,29,15,16,16,15,16,33,16,16,15,15,15,K3
10,17,15,7,15,7,15,16,15,17,12,16,11,16,12,16,15,15,15,16,15,28,16,16,15,16,15,38,15,15,16,15,16,K3
7,16,16,9,16,9,15,16,15,17,13,16,12,16,13,16,15,15,14,16,15,29,16,15,15,16,16,36,15,16,16,15,16,K3
7,21,19,10,16,9,18,16,14,18,13,15,16,16,12,17,15,14,14,14,16,30,15,15,15,16,16,35,15,17,16,15,14,K3
9,16,16,9,17,9,15,15,16,17,13,16,10,16,13,16,16,15,14,16,15,29,16,16,15,16,15,36,16,16,16,15,16,K3
8,16,18,7,16,10,15,16,15,18,10,16,17,16,13,15,15,15,14,16,16,31,16,15,16,16,16,33,15,17,16,15,15,K3
9,16,14,7,17,6,15,17,15,16,12,15,14,15,12,15,15,17,15,16,16,35,16,16,14,16,13,33,13,16,15,15,15,K3
9,15,16,6,17,7,14,16,15,17,12,15,13,15,12,15,15,17,13,16,15,36,17,16,14,16,13,32,12,16,16,15,17,K3
7,17,16,8,16,9,15,16,16,17,13,16,12,17,13,16,15,16,13,16,15,12,16,16,24,16,24,53,16,15,10,17,9,K3
8,16,15,7,16,7,15,16,15,17,12,15,12,16,12,16,15,17,15,16,15,35,16,16,13,16,13,36,14,16,17,14,18,K3
5,17,17,12,16,11,15,16,15,17,14,15,13,16,14,16,15,16,14,16,15,34,16,16,15,16,14,33,16,15,16,15,17,K3
10,16,15,7,16,7,14,16,15,17,12,16,11,15,12,16,15,16,14,16,15,33,16,16,14,16,14,39,15,15,17,15,17,K3
24,10,19,12,17,12,11,14,16,21,13,16,15,15,12,13,16,13,14,17,17,29,16,15,15,16,16,36,15,17,15,14,15,K3
13,16,16,6,16,5,16,16,15,16,11,15,12,16,11,16,16,16,15,16,17,32,15,17,12,16,13,41,16,14,20,15,20,K4
9,19,18,6,15,6,15,15,14,15,13,16,13,16,12,16,15,14,14,15,14,37,16,16,13,16,14,30,15,15,17,16,17,K4
8,16,15,7,16,7,15,16,15,16,11,15,13,15,11,15,16,16,16,16,16,36,16,16,13,16,13,35,16,16,19,16,19,K4
14,16,16,5,16,5,15,15,15,15,10,15,12,16,11,16,16,16,16,16,16,35,16,16,12,16,11,38,15,16,21,16,21,K4
14,18,14,7,16,4,15,16,15,16,9,15,12,15,12,15,16,14,15,15,15,37,15,16,12,16,12,36,18,15,20,16,19,K4
10,17,16,8,18,10,16,16,15,15,13,15,9,16,13,16,16,16,15,16,15,20,17,15,22,15,23,47,14,16,13,17,12,K4
21,18,19,6,19,4,15,14,15,16,10,15,8,14,10,15,15,15,15,16,16,47,15,13,9,16,10,27,16,18,24,17,21,K4
17,19,15,5,17,4,15,16,15,15,11,15,10,15,12,16,16,15,16,15,16,5,14,16,27,14,28,56,19,20,11,17,7,K4
7,18,17,9,16,10,16,16,15,16,13,15,12,16,13,15,15,15,15,16,16,35,16,16,13,16,13,32,16,15,19,15,19,K4
13,16,13,5,16,5,16,17,15,15,10,15,13,16,10,15,16,15,18,16,16,42,16,15,12,16,12,29,16,16,16,16,17,K4
12,17,16,6,16,7,15,16,15,15,11,16,11,15,10,16,16,16,16,16,16,39,16,15,11,16,11,33,15,15,20,15,20,K4
12,16,17,5,17,5,16,16,15,16,12,15,13,15,11,17,15,16,14,16,16,36,16,16,14,16,13,31,15,15,18,16,18,K4
23,16,17,6,14,7,15,15,15,15,10,16,5,16,9,16,16,17,15,16,16,39,15,16,13,15,14,24,16,15,18,16,17,K4
16,17,18,4,14,5,16,15,15,15,11,17,13,16,11,15,15,14,14,16,16,27,16,15,15,16,16,48,16,18,19,15,18,K4
14,16,16,7,17,7,16,16,15,16,9,16,7,15,11,16,16,16,15,16,16,7,17,16,25,14,26,58,13,14,11,18,11,K4
8,16,16,8,17,7,16,15,15,15,12,15,13,15,13,15,15,16,16,16,16,36,16,16,13,16,13,35,15,16,19,16,18,K4
9,16,16,7,15,7,16,15,15,15,12,16,13,16,12,15,16,16,16,16,16,36,16,15,13,16,12,32,16,16,19,15,19,K4
16,18,17,5,16,5,17,17,14,15,11,15,10,16,13,15,15,14,15,16,16,25,16,16,16,16,16,44,15,15,18,15,17,K4
7,15,16,8,16,8,15,15,16,15,12,15,14,16,12,15,15,16,16,16,16,32,15,16,15,16,15,34,16,15,17,16,17,K4
38,16,18,3,13,2,17,16,13,15,8,16,9,17,8,12,15,18,14,17,15,24,15,15,16,16,17,44,23,16,18,16,14,K4
15,17,16,5,16,4,15,16,15,15,10,15,12,15,10,15,15,16,15,16,15,31,17,16,14,16,13,39,15,16,19,16,20,K4
15,16,16,5,14,5,15,16,15,15,10,16,11,16,11,15,15,16,15,16,16,30,16,16,14,16,14,40,15,15,19,16,19,K4
34,17,15,3,13,3,14,16,14,16,8,16,8,16,9,15,15,16,16,16,15,25,16,16,14,15,14,48,15,16,20,16,20,K4
5,16,16,11,16,10,15,15,15,16,13,15,14,16,14,15,15,16,15,16,16,20,16,16,20,16,20,43,16,16,14,16,14,K4
9,18,17,8,15,8,15,16,14,15,12,15,11,16,13,16,16,15,15,16,16,11,15,17,24,16,25,54,15,14,11,15,10,K4
10,18,15,7,15,6,15,16,15,15,11,15,13,16,13,15,15,14,16,15,16,35,16,15,14,16,13,33,13,18,17,15,17,K4
5,16,17,13,15,11,16,15,15,16,15,15,13,16,14,15,15,16,15,15,16,21,15,16,20,15,20,44,16,15,12,16,12,K4
9,17,17,7,15,6,16,17,15,17,11,16,14,15,13,15,15,15,12,16,16,14,14,14,22,14,24,49,20,18,11,14,11,K4
15,17,18,5,12,4,17,14,15,14,10,18,12,19,9,16,15,15,14,15,17,37,16,15,12,14,12,23,15,14,19,18,18,K4
12,16,17,7,15,6,14,15,15,15,12,16,10,16,12,16,16,17,15,16,16,9,15,17,26,15,26,55,15,15,9,16,9,K4
14,16,16,6,18,6,16,16,15,16,11,15,10,15,11,15,16,16,15,16,16,6,16,16,26,15,27,57,15,16,9,17,8,K4
7,17,16,9,14,9,16,16,15,15,13,16,13,16,13,16,15,15,16,16,16,26,15,15,16,16,15,33,15,16,18,15,18,K4
10,14,15,7,11,7,14,18,16,15,12,17,13,16,13,15,15,17,15,16,16,35,15,17,14,15,13,32,15,14,17,15,16,K4
10,14,15,7,13,7,13,17,16,15,11,17,13,16,13,15,15,18,15,16,16,34,15,15,14,15,13,34,15,14,18,15,16,K4
13,17,16,7,16,6,15,15,14,15,11,16,9,15,11,16,16,16,16,16,16,32,16,16,13,16,13,35,15,16,19,15,19,K4
22,18,17,5,16,4,14,15,14,15,10,16,7,16,10,16,15,17,15,16,16,26,16,15,14,16,14,40,15,16,18,15,18,K4
17,22,18,5,15,5,14,15,15,15,9,17,11,15,13,16,16,12,14,13,16,20,15,13,17,15,19,40,16,18,15,16,13,K4
36,17,16,4,16,3,14,15,15,15,8,16,6,15,9,17,15,17,15,16,16,29,15,16,13,15,14,43,16,15,19,16,19,K4
5,16,15,11,16,10,15,16,15,16,14,16,13,16,14,16,16,16,16,16,16,31,15,15,15,16,15,32,16,15,17,15,17,K4
43,23,16,2,15,1,16,17,14,14,7,16,9,16,8,15,14,11,16,15,14,32,15,16,15,15,15,35,15,15,15,16,17,K4
46,17,16,3,16,3,14,15,15,15,8,16,4,16,9,17,16,16,16,16,16,27,16,16,14,16,13,39,15,16,17,15,18,K4
14,18,17,7,15,6,13,16,14,17,11,16,7,17,11,16,15,17,14,16,16,28,16,15,14,16,14,37,16,17,18,15,17,K4
13,18,16,7,16,7,13,16,14,16,11,15,8,17,11,16,15,17,15,16,15,28,16,15,14,16,14,38,15,17,18,15,18,K4
6,15,15,12,15,12,16,16,12,15,13,16,14,15,13,15,16,15,15,17,15,31,16,15,15,16,15,30,16,16,17,15,16,K4
7,14,13,10,17,9,16,17,16,17,12,14,11,14,13,16,16,17,16,16,15,27,17,18,15,14,16,33,16,16,16,15,17,K4
6,16,16,10,16,10,15,16,15,16,13,15,13,16,13,16,15,16,15,16,16,31,16,16,15,16,15,33,16,16,17,16,17,K4
7,17,16,9,16,9,15,15,15,15,13,15,12,16,13,16,16,16,16,16,16,30,16,15,14,16,14,34,15,16,17,16,17,K4
34,17,15,4,16,3,13,16,14,15,8,16,6,16,10,18,16,17,17,16,16,25,16,15,14,16,14,42,15,16,19,15,19,K4
10,16,16,8,16,8,15,15,15,15,12,15,11,16,13,17,16,16,15,16,16,31,16,16,14,16,14,34,15,16,18,15,18,K4
12,15,15,7,15,7,15,16,15,15,11,16,11,16,11,16,15,17,17,16,16,30,16,15,14,15,14,34,15,15,18,15,18,K4
26,19,18,3,16,3,14,15,15,16,8,16,10,15,11,16,14,15,15,15,14,27,16,15,16,16,16,37,17,16,16,15,16,K4
27,15,18,4,17,4,15,15,15,16,10,15,8,14,9,15,15,18,14,16,15,28,16,15,15,15,14,37,15,16,17,15,18,K4
27,17,15,5,17,4,14,16,15,16,9,15,7,16,9,16,15,17,15,16,16,27,16,16,14,16,13,39,15,16,18,15,19,K4
7,16,15,9,16,9,15,15,15,15,13,15,12,16,13,15,15,16,16,16,16,30,16,15,14,15,14,34,16,16,17,15,17,K4
6,16,16,10,16,10,15,16,15,16,13,15,12,16,13,16,16,16,15,16,15,29,16,16,15,16,15,35,15,16,17,15,17,K4
37,17,17,3,16,3,14,16,15,15,8,16,7,15,9,16,15,17,15,16,16,27,16,15,14,16,14,38,15,16,18,15,18,K4
35,18,16,4,16,3,14,16,14,15,8,15,6,15,9,17,16,16,16,16,16,26,16,16,14,16,14,39,15,16,19,15,19,K4
11,17,16,7,15,7,14,16,15,16,11,16,10,16,12,16,16,16,15,16,16,40,16,15,11,16,10,37,15,16,18,16,18,K4
7,16,16,9,16,9,15,16,15,16,13,16,13,16,13,16,15,16,15,16,16,36,16,15,14,16,14,33,16,15,17,16,17,K4
11,15,17,7,16,6,14,16,15,16,12,15,11,16,10,15,15,17,15,16,16,8,15,15,24,15,24,56,16,14,9,16,10,K4
11,18,18,6,15,5,14,16,15,15,11,16,13,16,12,13,15,15,14,15,16,38,16,16,13,16,13,33,15,16,15,16,16,K4
19,13,17,28,14,26,16,15,15,15,21,17,18,16,19,16,15,17,14,17,16,39,14,16,13,16,13,33,15,14,14,16,16,K5
28,14,15,29,15,28,16,16,15,16,20,16,20,16,20,16,16,16,16,16,16,39,16,16,13,15,13,24,16,14,14,16,15,K5
29,15,17,18,17,15,14,15,15,15,18,16,12,17,11,14,15,14,14,17,16,48,14,15,7,15,5,32,18,15,21,16,20,K5
51,15,15,25,15,25,15,16,15,15,18,16,19,16,19,16,16,16,16,16,15,43,16,15,7,16,7,32,15,16,19,16,20,K5
23,19,17,6,14,7,14,14,15,14,13,17,12,16,13,15,16,16,15,15,16,44,15,15,6,15,6,35,15,15,20,15,19,K5
51,15,16,27,15,25,18,15,16,15,18,17,15,15,17,17,16,16,14,16,17,43,17,15,7,16,7,34,16,15,18,16,17,K5
7,18,19,23,14,22,18,16,16,17,17,16,15,15,18,17,15,16,15,15,16,37,17,20,16,14,13,32,15,13,13,16,15,K5
9,13,17,20,15,22,16,16,15,18,15,16,13,16,17,16,16,16,16,15,17,37,15,16,15,14,14,33,17,15,13,16,14,K5
8,13,16,20,8,14,15,17,16,12,16,14,13,15,13,15,16,17,15,15,13,39,15,16,8,14,9,37,16,15,15,16,14,K5
14,16,20,28,10,25,17,18,19,16,22,16,18,13,18,16,17,18,15,16,16,44,17,17,16,14,14,27,15,12,12,17,14,K5
11,22,17,15,14,19,17,13,17,15,16,15,14,14,16,16,15,16,15,15,16,41,16,17,8,15,7,38,15,15,17,16,15,K5
