@attribute 'RGB Color Histogram55' numeric
@attribute 'RGB Color Histogram56' numeric
@attribute 'RGB Color Histogram57' numeric
@attribute 'RGB Color Histogram58' numeric
@attribute 'RGB Color Histogram59' numeric
@attribute 'RGB Color Histogram60' numeric
@attribute 'RGB Color Histogram61' numeric
@attribute 'RGB Color Histogram62' numeric
@attribute 'RGB Color Histogram63' numeric
@attribute class {K1,K2,K3,K4,K5,K6}

@data

244,8,0,0,32,1,8,0,0,0,0,2,0,0,0,0,60,12,0,0,222,163,29,0,0,0,37,60,0,0,0,0,1,0,0,0,1,34,15,0,0,0,124,147,0,0,3,26,104,1,0,0,153,112,7,0,0,1,109,51,0,0,1,255,K1
212,43,0,0,33,15,7,0,0,0,0,0,0,0,0,0,69,29,0,0,143,251,48,0,0,1,17,10,0,0,0,0,0,0,0,0,0,27,28,0,0,2,130,141,0,0,0,23,27,0,0,0,194,155,8,0,0,1,127,86,0,0,0,255,K1
140,0,0,0,46,4,0,0,0,0,0,0,0,0,0,0,28,0,0,0,222,71,0,0,0,11,1,0,0,0,0,0,9,2,0,0,16,21,0,0,0,10,27,2,0,0,0,0,255,4,0,0,4,17,5,0,0,5,82,21,0,0,8,152,K1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,5,0,0,0,141,10,123,0,0,0,30,0,0,0,0,0,0,0,0,0,1,4,66,0,0,1,198,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,142,K1
68,15,0,0,0,6,1,0,0,0,0,0,0,0,0,0,11,11,0,0,3,101,29,0,0,0,3,0,0,0,0,0,255,10,0,0,0,36,35,0,0,1,210,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,112,39,0,0,1,151,K1
125,2,0,0,15,2,0,0,0,0,0,0,0,0,0,0,49,25,0,0,72,94,2,0,3,24,4,0,0,0,0,0,40,13,0,0,16,93,33,0,2,88,255,12,0,0,2,2,156,4,0,0,0,4,4,0,0,0,37,35,0,0,6,204,K1
118,8,0,0,1,3,0,0,0,0,0,0,0,0,0,0,48,58,0,0,44,255,6,0,0,6,5,0,0,0,0,0,0,0,0,0,2,77,15,0,0,32,43,3,0,0,0,2,0,0,0,0,162,108,5,0,2,19,51,9,0,0,12,142,K1
171,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,102,39,0,0,209,255,0,0,0,5,0,0,0,0,0,0,1,0,0,0,10,132,9,0,0,94,51,0,0,0,0,0,12,0,0,0,235,136,5,0,0,23,92,19,0,0,20,213,K1
170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,7,0,0,14,255,9,0,0,0,0,0,0,0,0,0,13,0,0,0,25,75,73,0,0,5,112,2,0,0,0,0,32,1,0,0,118,93,2,0,0,18,95,12,0,0,17,173,K1
10,124,5,0,0,7,6,0,0,0,0,0,0,0,0,0,0,31,2,0,0,28,70,0,0,0,11,0,0,0,0,0,92,100,0,0,0,26,46,0,0,0,255,18,0,0,9,11,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,153,K1
10,149,1,0,0,9,4,0,0,0,0,0,0,0,0,0,2,29,0,0,0,34,37,0,0,0,4,0,0,0,0,0,64,120,0,0,0,63,44,0,0,0,255,5,0,0,20,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,21,175,K1
117,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,30,10,0,0,170,127,1,0,0,9,1,0,0,0,0,0,0,0,0,0,12,29,2,0,0,40,15,1,0,0,2,2,1,0,0,0,255,47,1,0,0,13,21,2,0,0,18,113,K1
45,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,41,0,0,0,45,58,0,0,0,1,0,0,0,0,0,159,53,0,0,0,26,49,0,0,0,255,11,0,0,21,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,26,216,K1
16,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0,0,0,52,42,0,0,0,0,0,0,0,0,0,180,65,0,0,0,27,53,0,0,0,206,9,0,0,27,5,0,0,0,0,0,0,0,0,0,0,6,2,0,0,5,255,K1
93,224,0,0,4,17,0,0,0,0,0,0,0,0,0,0,18,11,0,0,16,162,10,0,0,0,3,0,0,0,0,0,26,5,0,0,19,33,8,0,0,2,27,13,0,0,0,2,255,4,0,0,88,24,8,0,0,9,106,43,0,0,11,193,K1
14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,6,0,0,4,1,1,0,0,0,0,0,255,6,0,0,3,11,9,0,15,25,67,5,0,0,0,2,7,0,0,0,0,2,1,0,0,0,28,14,0,0,1,88,K1
94,33,0,0,3,16,0,0,0,0,0,0,0,0,0,0,14,7,0,0,29,112,46,0,0,0,3,0,0,0,0,0,0,0,0,0,1,29,3,0,0,15,14,7,0,0,0,2,4,0,0,0,255,23,0,0,0,8,24,9,0,0,5,123,K1
192,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,2,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,1,178,2,0,0,0,0,0,0,0,0,100,255,6,0,0,3,118,112,0,0,0,163,K1
142,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,34,0,0,6,61,22,0,0,0,7,0,0,0,0,0,34,5,0,0,4,49,18,0,0,3,95,29,0,0,0,0,213,5,0,0,2,34,6,0,0,3,102,255,0,0,1,81,K1
