@attribute 'Gabor Features51' numeric
@attribute 'Gabor Features52' numeric
@attribute 'Gabor Features53' numeric
@attribute 'Gabor Features54' numeric
@attribute 'Gabor Features55' numeric
@attribute 'Gabor Features56' numeric
@attribute 'Gabor Features57' numeric
@attribute 'Gabor Features58' numeric
@attribute 'Gabor Features59' numeric
@attribute class {K1,K2,K3,K4,K5,K6,K7,K8}

@data

1.998575,0.06155,1.999247,0.06157,1.999247,0.06157,1.998575,0.06155,1.999247,0.06157,1.999247,0.06157,2.065428,0.063608,2.066122,0.06363,2.066122,0.06363,2.065428,0.063608,2.066122,0.06363,2.066122,0.06363,2.063518,0.06355,2.064212,0.063571,2.064212,0.063571,2.063518,0.06355,2.064212,0.063571,2.064212,0.063571,2.058107,0.063383,2.058799,0.063404,2.058799,0.063404,2.058107,0.063383,2.058799,0.063404,2.058799,0.063404,2.042725,0.062909,2.043411,0.06293,2.043411,0.06293,2.042725,0.062909,2.043411,0.06293,2.043411,0.06293,K1
2.630275,0.076297,2.631159,0.076323,2.631159,0.076323,2.630275,0.076297,2.631159,0.076323,2.631159,0.076323,2.718258,0.07885,2.719172,0.078876,2.719172,0.078876,2.718258,0.07885,2.719172,0.078876,2.719172,0.078876,2.715745,0.078777,2.716658,0.078803,2.716658,0.078803,2.715745,0.078777,2.716658,0.078803,2.716658,0.078803,2.708624,0.07857,2.709534,0.078597,2.709534,0.078597,2.708624,0.07857,2.709534,0.078597,2.709534,0.078597,2.688379,0.077983,2.689283,0.078009,2.689283,0.078009,2.688379,0.077983,2.689283,0.078009,2.689283,0.078009,K1
3.362514,0.087877,3.363644,0.087906,3.363644,0.087906,3.362514,0.087877,3.363644,0.087906,3.363644,0.087906,3.474991,0.090816,3.476159,0.090847,3.476159,0.090847,3.474991,0.090816,3.476159,0.090847,3.476159,0.090847,3.471778,0.090732,3.472945,0.090763,3.472945,0.090763,3.471778,0.090732,3.472945,0.090763,3.472945,0.090763,3.462674,0.090494,3.463838,0.090525,3.463838,0.090525,3.462674,0.090494,3.463838,0.090525,3.463838,0.090525,3.436794,0.089818,3.437949,0.089848,3.437949,0.089848,3.436794,0.089818,3.437949,0.089848,3.437949,0.089848,K1
3.087084,0.081387,3.088121,0.081414,3.088121,0.081414,3.087084,0.081387,3.088121,0.081414,3.088121,0.081414,3.190347,0.084109,3.19142,0.084137,3.19142,0.084137,3.190347,0.084109,3.19142,0.084137,3.19142,0.084137,3.187397,0.084031,3.188469,0.08406,3.188469,0.08406,3.187397,0.084031,3.188469,0.08406,3.188469,0.08406,3.179039,0.083811,3.180108,0.083839,3.180108,0.083839,3.179039,0.083811,3.180108,0.083839,3.180108,0.083839,3.155279,0.083185,3.156339,0.083213,3.156339,0.083213,3.155279,0.083185,3.156339,0.083213,3.156339,0.083213,K1
2.764495,0.079172,2.765424,0.079198,2.765424,0.079198,2.764495,0.079172,2.765424,0.079198,2.765424,0.079198,2.856968,0.08182,2.857929,0.081848,2.857929,0.081848,2.856968,0.08182,2.857929,0.081848,2.857929,0.081848,2.854327,0.081744,2.855286,0.081772,2.855286,0.081772,2.854327,0.081744,2.855286,0.081772,2.855286,0.081772,2.846842,0.08153,2.847799,0.081557,2.847799,0.081557,2.846842,0.08153,2.847799,0.081557,2.847799,0.081557,2.825564,0.080921,2.826514,0.080948,2.826514,0.080948,2.825564,0.080921,2.826514,0.080948,2.826514,0.080948,K1
1.18942,0.039666,1.18982,0.039679,1.18982,0.039679,1.18942,0.039666,1.18982,0.039679,1.18982,0.039679,1.229206,0.040992,1.22962,0.041006,1.22962,0.041006,1.229206,0.040992,1.22962,0.041006,1.22962,0.041006,1.22807,0.040954,1.228483,0.040968,1.228483,0.040968,1.22807,0.040954,1.228483,0.040968,1.228483,0.040968,1.224849,0.040847,1.225261,0.040861,1.225261,0.040861,1.224849,0.040847,1.225261,0.040861,1.225261,0.040861,1.215695,0.040542,1.216103,0.040555,1.216103,0.040555,1.215695,0.040542,1.216103,0.040555,1.216103,0.040555,K1
2.495113,0.074253,2.495951,0.074278,2.495951,0.074278,2.495113,0.074253,2.495951,0.074278,2.495951,0.074278,2.578575,0.076737,2.579442,0.076763,2.579442,0.076763,2.578575,0.076737,2.579442,0.076763,2.579442,0.076763,2.576191,0.076666,2.577057,0.076692,2.577057,0.076692,2.576191,0.076666,2.577057,0.076692,2.577057,0.076692,2.569435,0.076465,2.570299,0.076491,2.570299,0.076491,2.569435,0.076465,2.570299,0.076491,2.570299,0.076491,2.550231,0.075894,2.551088,0.075919,2.551088,0.075919,2.550231,0.075894,2.551088,0.075919,2.551088,0.075919,K1
1.867313,0.056955,1.867941,0.056974,1.867941,0.056974,1.867313,0.056955,1.867941,0.056974,1.867941,0.056974,1.929776,0.05886,1.930424,0.058879,1.930424,0.058879,1.929776,0.05886,1.930424,0.058879,1.930424,0.058879,1.927991,0.058805,1.928639,0.058825,1.928639,0.058825,1.927991,0.058805,1.928639,0.058825,1.928639,0.058825,1.922936,0.058651,1.923582,0.058671,1.923582,0.058671,1.922936,0.058651,1.923582,0.058671,1.923582,0.058671,1.908563,0.058213,1.909205,0.058232,1.909205,0.058232,1.908563,0.058213,1.909205,0.058232,1.909205,0.058232,K1
1.556076,0.048568,1.556599,0.048584,1.556599,0.048584,1.556076,0.048568,1.556599,0.048584,1.556599,0.048584,1.608127,0.050192,1.608668,0.050209,1.608668,0.050209,1.608127,0.050192,1.608668,0.050209,1.608668,0.050209,1.606641,0.050146,1.607181,0.050163,1.607181,0.050163,1.606641,0.050146,1.607181,0.050163,1.607181,0.050163,1.602427,0.050014,1.602966,0.050031,1.602966,0.050031,1.602427,0.050014,1.602966,0.050031,1.602966,0.050031,1.590451,0.04964,1.590985,0.049657,1.590985,0.049657,1.590451,0.04964,1.590985,0.049657,1.590985,0.049657,K1
1.172284,0.037084,1.172678,0.037096,1.172678,0.037096,1.172284,0.037084,1.172678,0.037096,1.172678,0.037096,1.211497,0.038324,1.211904,0.038337,1.211904,0.038337,1.211497,0.038324,1.211904,0.038337,1.211904,0.038337,1.210377,0.038289,1.210783,0.038301,1.210783,0.038301,1.210377,0.038289,1.210783,0.038301,1.210783,0.038301,1.207203,0.038188,1.207608,0.038201,1.207608,0.038201,1.207203,0.038188,1.207608,0.038201,1.207608,0.038201,1.19818,0.037903,1.198583,0.037916,1.198583,0.037916,1.19818,0.037903,1.198583,0.037916,1.198583,0.037916,K1
2.327606,0.068844,2.328389,0.068868,2.328389,0.068868,2.327606,0.068844,2.328389,0.068868,2.328389,0.068868,2.405465,0.071147,2.406274,0.071171,2.406274,0.071171,2.405465,0.071147,2.406274,0.071171,2.406274,0.071171,2.403241,0.071081,2.404049,0.071105,2.404049,0.071105,2.403241,0.071081,2.404049,0.071105,2.404049,0.071105,2.396939,0.070895,2.397745,0.070919,2.397745,0.070919,2.396939,0.070895,2.397745,0.070919,2.397745,0.070919,2.379024,0.070365,2.379824,0.070389,2.379824,0.070389,2.379024,0.070365,2.379824,0.070389,2.379824,0.070389,K1
2.363939,0.06424,2.364733,0.064262,2.364733,0.064262,2.363939,0.06424,2.364733,0.064262,2.364733,0.064262,2.443013,0.066389,2.443834,0.066411,2.443834,0.066411,2.443013,0.066389,2.443834,0.066411,2.443834,0.066411,2.440754,0.066328,2.441575,0.06635,2.441575,0.06635,2.440754,0.066328,2.441575,0.06635,2.441575,0.06635,2.434354,0.066154,2.435172,0.066176,2.435172,0.066176,2.434354,0.066154,2.435172,0.066176,2.435172,0.066176,2.416159,0.065659,2.416971,0.065681,2.416971,0.065681,2.416159,0.065659,2.416971,0.065681,2.416971,0.065681,K1
3.447911,0.087352,3.44907,0.087381,3.44907,0.087381,3.447911,0.087352,3.44907,0.087381,3.44907,0.087381,3.563244,0.090274,3.564442,0.090304,3.564442,0.090304,3.563244,0.090274,3.564442,0.090304,3.564442,0.090304,3.55995,0.09019,3.561146,0.090221,3.561146,0.090221,3.55995,0.09019,3.561146,0.090221,3.561146,0.090221,3.550615,0.089954,3.551808,0.089984,3.551808,0.089984,3.550615,0.089954,3.551808,0.089984,3.551808,0.089984,3.524077,0.089281,3.525261,0.089311,3.525261,0.089311,3.524077,0.089281,3.525261,0.089311,3.525261,0.089311,K1
3.736336,0.085618,3.737592,0.085647,3.737592,0.085647,3.736336,0.085618,3.737592,0.085647,3.737592,0.085647,3.861318,0.088482,3.862615,0.088512,3.862615,0.088512,3.861318,0.088482,3.862615,0.088512,3.862615,0.088512,3.857747,0.088401,3.859044,0.08843,3.859044,0.08843,3.857747,0.088401,3.859044,0.08843,3.859044,0.08843,3.847631,0.088169,3.848925,0.088198,3.848925,0.088198,3.847631,0.088169,3.848925,0.088198,3.848925,0.088198,3.818873,0.08751,3.820157,0.087539,3.820157,0.087539,3.818873,0.08751,3.820157,0.087539,3.820157,0.087539,K1
3.348796,0.08364,3.349922,0.083668,3.349922,0.083668,3.348796,0.08364,3.349922,0.083668,3.349922,0.083668,3.460814,0.086438,3.461978,0.086467,3.461978,0.086467,3.460814,0.086438,3.461978,0.086467,3.461978,0.086467,3.457614,0.086358,3.458777,0.086387,3.458777,0.086387,3.457614,0.086358,3.458777,0.086387,3.458777,0.086387,3.448548,0.086131,3.449707,0.08616,3.449707,0.08616,3.448548,0.086131,3.449707,0.08616,3.449707,0.08616,3.422773,0.085488,3.423923,0.085516,3.423923,0.085516,3.422773,0.085488,3.423923,0.085516,3.423923,0.085516,K1
5.019787,0.097641,5.021474,0.097674,5.021474,0.097674,5.019787,0.097641,5.021474,0.097674,5.021474,0.097674,5.1877,0.100907,5.189444,0.100941,5.189444,0.100941,5.1877,0.100907,5.189444,0.100941,5.189444,0.100941,5.182903,0.100814,5.184646,0.100848,5.184646,0.100848,5.182903,0.100814,5.184646,0.100848,5.184646,0.100848,5.169312,0.10055,5.17105,0.100583,5.17105,0.100583,5.169312,0.10055,5.17105,0.100583,5.17105,0.100583,5.130676,0.099798,5.132401,0.099832,5.132401,0.099832,5.130676,0.099798,5.132401,0.099832,5.132401,0.099832,K1
2.370031,0.074354,2.370827,0.074379,2.370827,0.074379,2.370031,0.074354,2.370827,0.074379,2.370827,0.074379,2.449309,0.076841,2.450132,0.076867,2.450132,0.076867,2.449309,0.076841,2.450132,0.076867,2.450132,0.076867,2.447044,0.07677,2.447867,0.076796,2.447867,0.076796,2.447044,0.07677,2.447867,0.076796,2.447867,0.076796,2.440627,0.076569,2.441448,0.076594,2.441448,0.076594,2.440627,0.076569,2.441448,0.076594,2.441448,0.076594,2.422386,0.075996,2.4232,0.076022,2.4232,0.076022,2.422386,0.075996,2.4232,0.076022,2.4232,0.076022,K1
2.710785,0.070231,2.711696,0.070254,2.711696,0.070254,2.710785,0.070231,2.711696,0.070254,2.711696,0.070254,2.801462,0.07258,2.802403,0.072604,2.802403,0.072604,2.801462,0.07258,2.802403,0.072604,2.802403,0.072604,2.798871,0.072513,2.799812,0.072537,2.799812,0.072537,2.798871,0.072513,2.799812,0.072537,2.799812,0.072537,2.791532,0.072323,2.79247,0.072347,2.79247,0.072347,2.791532,0.072323,2.79247,0.072347,2.79247,0.072347,2.770668,0.071782,2.771599,0.071806,2.771599,0.071806,2.770668,0.071782,2.771599,0.071806,2.771599,0.071806,K1
3.28139,0.08122,3.282493,0.081247,3.282493,0.081247,3.28139,0.08122,3.282493,0.081247,3.282493,0.081247,3.391154,0.083937,3.392294,0.083965,3.392294,0.083965,3.391154,0.083937,3.392294,0.083965,3.392294,0.083965,3.388018,0.083859,3.389157,0.083887,3.389157,0.083887,3.388018,0.083859,3.389157,0.083887,3.389157,0.083887,3.379134,0.083639,3.38027,0.083667,3.38027,0.083667,3.379134,0.083639,3.38027,0.083667,3.38027,0.083667,3.353878,0.083014,3.355005,0.083042,3.355005,0.083042,3.353878,0.083014,3.355005,0.083042,3.355005,0.083042,K1
3.185344,0.080273,3.186414,0.0803,3.186414,0.0803,3.185344,0.080273,3.186414,0.0803,3.186414,0.0803,3.291894,0.082958,3.293001,0.082986,3.293001,0.082986,3.291894,0.082958,3.293001,0.082986,3.293001,0.082986,3.28885,0.082881,3.289956,0.082909,3.289956,0.082909,3.28885,0.082881,3.289956,0.082909,3.289956,0.082909,3.280226,0.082664,3.281329,0.082692,3.281329,0.082692,3.280226,0.082664,3.281329,0.082692,3.281329,0.082692,3.255709,0.082046,3.256804,0.082074,3.256804,0.082074,3.255709,0.082046,3.256804,0.082074,3.256804,0.082074,K1
2.467392,0.066095,2.468222,0.066118,2.468222,0.066118,2.467392,0.066095,2.468222,0.066118,2.468222,0.066118,2.549927,0.068306,2.550784,0.068329,2.550784,0.068329,2.549927,0.068306,2.550784,0.068329,2.550784,0.068329,2.547569,0.068243,2.548426,0.068266,2.548426,0.068266,2.547569,0.068243,2.548426,0.068266,2.548426,0.068266,2.540889,0.068064,2.541743,0.068087,2.541743,0.068087,2.540889,0.068064,2.541743,0.068087,2.541743,0.068087,2.521898,0.067555,2.522746,0.067578,2.522746,0.067578,2.521898,0.067555,2.522746,0.067578,2.522746,0.067578,K1
